Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.209999,S,1.209999,0.2105142,0,0.4045692,0,480.83,60.21262,3.420188,0,85.0203,101.6257,3.224355,223.014708626777,222.303632502532,17.7948093573726,245.163502264095,243.1366,19.72408,86,86,142.4382,11.60724
1.219999,S,1.219999,0.2124461,0,0.4042768,0,481.2295,60.1813,3.480423,0,85.0041,101.6257,3.2275,223.328833364403,222.617007890517,17.8167227564144,247.394184469056,245.3628,19.90225,86,86,144.8807,11.80537
1.229999,S,1.229999,0.2143808,0,0.4039866,0,481.629,60.14996,3.541242,0,84.98791,101.6257,3.230645,223.643088865993,222.93051369696,17.8386451372345,249.628016491809,247.5921,20.08064,86,86,147.3455,12.00528
1.239999,S,1.239999,0.2163183,0,0.4036984,0,482.0287,60.11859,3.602645,0,84.97172,101.6257,3.23379,223.957537594124,223.244212212716,17.8605811424862,251.864997305556,249.8245,20.25925,86,86,149.8325,12.20698
1.249999,S,1.249999,0.2182585,0,0.4034124,0,482.4284,60.08719,3.664629,0,84.95552,101.6257,3.236935,224.27218501007,223.558108908969,17.8825308677669,254.105225111766,252.0601,20.43808,86,86,152.342,12.41047
1.259999,S,1.259999,0.2202016,0,0.4031283,0,482.8282,60.05576,3.727203,0,84.93932,101.6257,3.240079,224.586974794964,223.872147578495,17.9044906698365,256.348598800905,254.2988,20.61712,86,86,154.8738,12.61574
1.269999,S,1.269999,0.2221475,0,0.4028463,0,483.2281,60.02431,3.790362,0,84.92313,101.6257,3.243224,224.901897175514,224.186318494362,17.9264595804593,258.595118170364,256.5406,20.79638,86,86,157.428,12.82281
1.279999,S,1.279999,0.2240962,0,0.4025663,0,483.628,59.99284,3.854111,0,84.90693,101.6257,3.246369,225.217045372351,224.500714631884,17.9484443901096,260.844882248025,258.7856,20.97586,86,86,160.0046,13.03167
1.289999,S,1.289999,0.2260477,3.181704,0.4022883,0,484.0281,59.96133,3.918452,0,84.89073,101.6257,3.249514,225.532383899281,224.8153,17.97045,263.097890646755,261.0338,21.15557,86,85.36657,162.6149,13.24233
1.299999,S,1.299999,0.2280021,3.153211,0.4293655,0.4585226,484.4282,59.92981,4.254421,4.621492,84.87454,101.6257,3.252659,225.718406906397,225.1838,15.52596,265.351465210004,263.2856,21.31083,85.99903,85.37246,165.2478,13.45466
1.309999,S,1.309999,0.229957,3.12316,0.4286038,0.4544456,484.8285,59.89825,4.319595,4.658274,84.85835,101.6257,3.255804,226.034223841906,225.5,15.53127,267.608281640538,265.5406,21.46614,85.99611,85.3783,167.9032,13.66855
1.319999,S,1.319999,0.2319147,3.091568,0.427822,0.4501442,485.2288,59.86667,4.38502,4.692071,84.84215,101.6257,3.258948,226.350259302768,225.8157,15.54701,269.868252881791,267.7987,21.62161,85.99125,85.38405,170.5812,13.88399
1.329999,S,1.329999,0.2338753,3.058446,0.4270213,0.4456205,485.6292,59.83506,4.450693,4.722775,84.82595,101.6257,3.262093,226.666717482381,226.1311,15.57326,272.13148946366,270.06,21.77734,85.98444,85.38971,173.2818,14.10098
1.339999,S,1.339999,0.2358388,3.023812,0.4262025,0.440876,486.0297,59.80343,4.516614,4.750264,84.80975,101.6257,3.265238,226.983508185578,226.4461,15.61015,274.398003717392,272.3245,21.93344,85.97569,85.39525,176.0051,14.31953
1.349999,S,1.349999,0.2378051,2.987682,0.4253668,0.4359134,486.4302,59.77177,4.582783,4.774423,84.79356,101.6257,3.268383,227.300536532491,226.7606,15.65772,276.66770856611,274.5921,22.09002,85.965,85.40065,178.751,14.53965
1.359999,S,1.359999,0.2397743,2.950072,0.4245152,0.4307349,486.8309,59.74009,4.6492,4.795146,84.77737,101.6257,3.271528,227.617913510023,227.0747,15.71608,278.940714108343,276.8629,22.24718,85.95238,85.40589,181.5196,14.76134
1.369999,S,1.369999,0.2417464,2.911002,0.4236489,0.4253425,487.2316,59.70837,4.715868,4.812309,84.76117,101.6257,3.274673,227.935649143898,227.3884,15.7853,281.216932278015,279.1368,22.40503,85.93783,85.41097,184.311,14.9846
1.379999,S,1.379999,0.2437213,2.8705,0.4227691,0.4197392,487.6324,59.67664,4.782791,4.825807,84.74497,101.6257,3.277817,228.253755032842,227.7017,15.86545,283.496375509876,281.4138,22.56368,85.92137,85.41585,187.1251,15.20944
1.389999,S,1.389999,0.245699,2.828582,0.421877,0.4139289,488.0333,59.64487,4.849975,4.835542,84.72878,101.6257,3.280962,228.572140426216,228.0145,15.95654,285.779055868462,283.6939,22.72325,85.903,85.42051,189.9621,15.43588
1.399999,S,1.399999,0.2476797,2.785271,0.4209738,0.4079137,488.4343,59.61308,4.917421,4.841402,84.71258,101.6257,3.284107,228.890920535159,228.3269,16.05865,288.065083417843,285.9772,22.88384,85.88274,85.42495,192.8218,15.66391
1.409999,S,1.409999,0.2496633,2.740592,0.4200609,0.4016971,488.8354,59.58127,4.985145,4.84328,84.69639,101.6257,3.287252,229.209908714545,228.6387,16.1718,290.354369802573,288.2636,23.04556,85.86061,85.42915,195.7045,15.89356
1.419999,S,1.419999,0.2516497,2.694571,0.4191661,0.3952812,489.2365,59.54943,5.053469,4.841063,84.68019,101.6257,3.290397,229.529219856297,228.95,16.29602,292.646926284998,290.5531,23.20852,85.83661,85.43307,198.61,16.12483
1.429999,S,1.429999,0.2536391,2.647238,0.4182698,0.3886705,489.6377,59.51756,5.122158,4.834659,84.66399,101.6257,3.293541,229.848671187274,229.2606,16.43134,294.942765160984,292.8457,23.37284,85.81076,85.43673,201.5384,16.35774
1.439999,S,1.439999,0.2556314,2.598622,0.4173677,0.3818699,490.039,59.48566,5.191164,4.823984,84.6478,101.6257,3.296686,230.16847834816,229.5707,16.57776,297.2418961285,295.1414,23.53862,85.78309,85.4401,204.4899,16.59229
1.449999,S,1.449999,0.2576265,2.548753,0.4164614,0.3748833,490.4405,59.45374,5.260494,4.808948,84.6316,101.6257,3.299831,230.488758003797,229.8804,16.73527,299.544330395376,297.4402,23.70597,85.75362,85.44316,207.4642,16.82852
1.459999,S,1.459999,0.2596246,2.497667,0.4155523,0.3677148,490.8419,59.4218,5.330169,4.789462,84.6154,101.6257,3.302976,230.809127426016,230.1893,16.90383,301.850079537811,299.7421,23.87501,85.72237,85.4459,210.4617,17.06642
1.469999,S,1.469999,0.2616256,2.445393,0.4146418,0.3603699,491.2435,59.38983,5.400194,4.765451,84.59921,101.6257,3.306121,231.130005376638,230.4978,17.08343,304.159153482453,302.0471,24.04584,85.68937,85.44831,213.4821,17.30603
1.479999,S,1.479999,0.2636296,2.391978,0.4137313,0.3528525,491.6451,59.35783,5.470595,4.736828,84.58302,101.6257,3.309266,231.451110946395,230.8056,17.27402,306.471464807187,304.3551,24.21858,85.65464,85.45036,216.5257,17.54735
1.489999,S,1.489999,0.2656364,2.337446,0.4128225,0.3451691,492.0468,59.32581,5.541381,4.70354,84.56682,101.6257,3.31241,231.772662418806,231.1129,17.47554,308.787123071509,306.6662,24.39334,85.61822,85.45206,219.5924,17.79041
1.499999,S,1.499999,0.2676461,2.281839,0.4119165,0.3373236,492.4486,59.29375,5.612571,4.665501,84.55062,101.6257,3.315555,232.094481958216,231.4195,17.68795,311.106138268057,308.9804,24.57022,85.58012,85.45339,222.6822,18.03523
1.509999,S,1.509999,0.2696589,2.225204,0.4110149,0.3293216,492.8506,59.26168,5.684193,4.622654,84.53442,101.6257,3.3187,232.416689075933,231.7255,17.91117,313.428520356625,311.2977,24.74933,85.54041,85.45433,225.7951,18.28182
1.519999,S,1.519999,0.2716746,2.167578,0.4101191,0.3211699,493.2525,59.22958,5.756261,4.574952,84.51823,101.6257,3.321845,232.739201068374,232.0308,18.14507,315.754180834027,313.618,24.93078,85.49909,85.45488,228.9313,18.53022
1.529999,S,1.529999,0.2736933,2.109007,0.4092306,0.312874,493.6545,59.19745,5.828794,4.522342,84.50204,101.6257,3.32499,233.061939284568,232.3353,18.38956,318.083229369333,315.9414,25.11468,85.45622,85.45502,232.0907,18.78045
1.539999,S,1.539999,0.2757149,2.049531,0.4083508,0.3044403,494.0567,59.16529,5.901823,4.464786,84.48584,101.6257,3.328135,233.385123509535,232.6392,18.64453,320.415575207274,318.2678,25.30112,85.41182,85.45476,235.2734,19.03253
1.549999,S,1.549999,0.2777395,1.989204,0.407481,0.2958746,494.4589,59.13311,5.97536,4.402232,84.46964,101.6257,3.33128,233.708674470974,232.9424,18.90986,322.751229342465,320.5972,25.49022,85.36595,85.45406,238.4794,19.28649
1.559999,S,1.559999,0.2797669,1.92807,0.4066226,0.2871847,494.8612,59.10091,6.049438,4.334679,84.45345,101.6257,3.334424,234.032509563916,233.2448,19.18538,325.090299905429,322.9297,25.68207,85.31865,85.45293,241.7087,19.54235
1.569999,S,1.569999,0.2817974,1.866183,0.4057769,0.2783768,495.2636,59.06867,6.12408,4.26209,84.43725,101.6257,3.337569,234.356745983333,233.5465,19.47092,327.43269769768,325.2652,25.87678,85.26995,85.45136,244.9613,19.80014
1.579999,S,1.579999,0.2838309,1.803588,0.4049453,0.2694588,495.666,59.03642,6.199309,4.184462,84.42106,101.6257,3.340714,234.681201490405,233.8473,19.7663,329.778431119265,327.6037,26.07444,85.21992,85.44934,248.2374,20.0599
1.589999,S,1.589999,0.2858673,1.740345,0.4041289,0.2604371,496.0108,59.00413,6.275156,4.101775,84.40486,101.6257,3.343859,234.974586248306,234.116,20.06875,332.12720905204,329.9449,26.27513,85.16859,85.44686,251.5368,20.32164
1.599999,S,1.599999,0.2879064,1.676505,0.403329,0.2513205,496.3491,58.97182,6.351632,4.014047,84.38866,101.6257,3.347004,235.264703772088,234.3803,20.38028,334.478939532143,332.2887,26.47893,85.11601,85.44392,254.8597,20.58541
1.609999,S,1.609999,0.2899482,1.612126,0.4025468,0.2421161,496.6876,58.93948,6.428761,3.921281,84.37247,101.6257,3.350148,235.555182208798,234.6438,20.70099,336.833631951793,334.6351,26.68594,85.06226,85.44051,258.2061,20.85124
1.619999,S,1.619999,0.2919925,1.547262,0.4017833,0.2328325,497.0261,58.90713,6.506573,3.823516,84.35627,101.6257,3.353293,235.845833496984,234.9063,21.03063,339.191394019267,336.9842,26.89625,85.00736,85.43664,261.5759,21.11915
1.629999,S,1.629999,0.2940397,1.48197,0.4010395,0.2234775,497.3647,58.87476,6.585101,3.720775,84.34007,101.6257,3.356438,236.136867617284,235.168,21.36895,341.552133729291,339.3359,27.10994,84.95139,85.43227,264.9693,21.38918
1.639999,S,1.639999,0.2960894,1.416314,0.4003164,0.2140593,497.7034,58.84236,6.664361,3.613097,84.32388,101.6257,3.359583,236.428193385016,235.4288,21.71568,343.915859799034,341.6902,27.3271,84.89439,85.42743,268.3862,21.66137
1.649999,S,1.649999,0.2981418,1.350348,0.3996149,0.2045871,498.0421,58.80994,6.744389,3.500548,84.30769,101.6257,3.362728,236.719816665549,235.6887,22.07053,346.282579290324,344.0471,27.54781,84.83644,85.4221,271.8266,21.93574
1.659999,S,1.659999,0.3001969,1.284139,0.3989359,0.1950688,498.381,58.7775,6.825205,3.383173,84.29149,101.6257,3.365873,237.011644764541,235.9476,22.43323,348.652299138242,346.4066,27.77214,84.7776,85.41628,275.2907,22.21234
1.669999,S,1.669999,0.3022547,1.217744,0.3982799,0.185514,498.7199,58.74503,6.906842,3.261058,84.27529,101.6257,3.369017,237.303774590832,236.2056,22.80342,351.024928310567,348.7686,28.00018,84.7179,85.40997,278.7784,22.4912
1.679999,S,1.679999,0.304315,1.151234,0.3976479,0.1759311,499.059,58.71255,6.98932,3.134278,84.25909,101.6257,3.372162,237.596310289804,236.4628,23.18083,353.400572207861,351.1332,28.23199,84.65745,85.40316,282.2897,22.77236
1.689999,S,1.689999,0.306378,1.084668,0.3970402,0.1663304,499.3981,58.68004,7.072668,3.002943,84.2429,101.6257,3.375307,237.889043492557,236.719,23.56506,355.779236982899,353.5004,28.46764,84.59629,85.39587,285.8247,23.05586
1.699999,S,1.699999,0.3084437,1.018116,0.3964573,0.1567204,499.7373,58.64751,7.156914,2.867146,84.22671,101.6257,3.378452,238.182068545856,236.9743,23.95577,358.160830399027,355.8701,28.7072,84.5345,85.38808,289.3834,23.34173
1.709999,S,1.709999,0.3105121,0.9516389,0.3958998,0.1471111,500.0767,58.61496,7.242073,2.727012,84.21051,101.6257,3.381597,238.475376570517,237.2287,24.3526,360.545457757498,358.2424,28.95073,84.47214,85.37978,292.9659,23.63002
1.719999,S,1.719999,0.3125831,0.8853045,0.395368,0.1375117,500.416,58.58239,7.328179,2.582659,84.19431,101.6257,3.384742,238.768952689336,237.4822,24.75515,362.933024465036,360.6172,29.19828,84.40928,85.371,296.572,23.92077
1.729999,S,1.729999,0.3146567,0.8191828,0.3948619,0.1279318,500.7554,58.5498,7.415245,2.434228,84.17812,101.6257,3.387886,239.062783001333,237.7348,25.16305,365.323536269905,362.9945,29.44991,84.346,85.36172,300.202,24.21401
1.739999,S,1.739999,0.316733,0.7533374,0.3943818,0.1183817,501.095,58.51718,7.503293,2.281875,84.16192,101.6257,3.391031,239.35694348462,237.9866,25.57586,367.71709797524,365.3744,29.70567,84.28236,85.35197,303.8557,24.50979
1.749999,S,1.749999,0.318812,0.6878377,0.3939277,0.1088704,501.4346,58.48454,7.592348,2.125749,84.14573,101.6257,3.394176,239.651312979425,238.2375,25.99318,370.113614063974,367.7568,29.9656,84.21844,85.34171,307.5333,24.80815
1.759999,S,1.759999,0.3208936,0.6227542,0.3934995,0.09940823,501.7743,58.45188,7.682419,1.966025,84.12953,101.6257,3.397321,239.945961278271,238.4876,26.41456,372.513088937486,370.1417,30.22974,84.15433,85.33097,311.2347,25.10912
1.769999,S,1.769999,0.3229779,0.5581633,0.3930971,0.09000538,502.1141,58.4192,7.773528,1.802895,84.11333,101.6257,3.400466,240.240855946303,238.7369,26.83955,374.915527768335,372.5291,30.49814,84.09008,85.31976,314.96,25.41276
1.779999,S,1.779999,0.3250648,0.4941257,0.3927204,0.08067292,502.4539,58.3865,7.865688,1.636575,84.09714,101.6257,3.40361,240.535954909717,238.9854,27.26764,377.320932847903,374.919,30.77082,84.02578,85.30807,318.7092,25.7191
1.789999,S,1.789999,0.3271544,0.4307088,0.3923688,0.07141967,502.7939,58.35377,7.958909,1.467247,84.08094,101.6257,3.406755,240.831322503465,239.2332,27.69841,379.729207015784,377.3113,31.0478,83.9615,85.2959,322.4823,26.0282
1.799999,S,1.799999,0.3292465,0.3679868,0.392042,0.06225545,503.134,58.32103,8.053201,1.295124,84.06474,101.6257,3.4099,241.126913945321,239.4803,28.13138,382.140453252697,379.7061,31.32911,83.89732,85.28328,326.2793,26.34008
1.809999,S,1.809999,0.3313413,0.3060327,0.3917395,0.05319102,503.4741,58.28826,8.14857,1.12045,84.04855,101.6257,3.413045,241.422775868808,239.7268,28.56603,384.55467443986,382.1034,31.61477,83.83333,85.2702,330.1004,26.6548
1.819999,S,1.819999,0.3334387,0.2449069,0.3914607,0.044237,503.8143,58.25547,8.245032,0.9434791,84.03236,101.6257,3.41619,241.718751639398,239.9726,29.00183,386.97177228245,384.5031,31.90479,83.76959,85.25665,333.9454,26.9724
1.829999,S,1.829999,0.3355387,0.1846863,0.3912048,0.03540219,504.1546,58.22266,8.342578,0.7644362,84.01616,101.6257,3.419335,242.014987479768,240.2179,29.43832,389.391846682076,386.9053,32.19917,83.70619,85.24268,337.8145,27.29292
1.839999,S,1.839999,0.3376414,0.1254319,0.3909713,0.02669772,504.495,58.18982,8.441222,0.5836099,83.99996,101.6257,3.422479,242.311411903769,240.4627,29.87491,391.814800651479,389.3099,32.49792,83.6432,85.22826,341.7076,27.61641
1.849999,S,1.849999,0.3397466,0.06721143,0.390759,0.01813249,504.8355,58.15697,8.540956,0.4012511,83.98376,101.6257,3.425624,242.607964524821,240.707,30.31113,394.240732376644,391.717,32.80103,83.58071,85.21341,345.6247,27.9429
1.859999,S,1.859999,0.3418545,0.01009816,0.3905673,0.009716324,505.1761,58.12409,8.64178,0.2176427,83.96757,101.6257,3.428769,242.904770144073,240.951,30.74643,396.669542932412,394.1265,33.10849,83.51879,85.19816,349.566,28.27245
1.869999,S,1.869999,0.343965,-0.04585353,0.390395,0.001459856,505.5167,58.09119,8.74369,0.03309855,83.95138,101.6257,3.431914,243.201547999799,241.1945,31.18022,399.101331350796,396.5385,33.42029,83.4575,85.1825,353.5314,28.60509
1.879999,S,1.879999,0.3460782,-0.1005725,0.3902411,-0.006629006,505.8574,58.05827,8.846675,-0.1521171,83.93518,101.6257,3.435059,243.498624220202,241.4379,31.61203,401.535996312321,398.9529,33.73641,83.39695,85.16644,357.5209,28.94088
1.889999,S,1.889999,0.3481939,-0.1539889,0.3901047,-0.01453995,506.1983,58.02533,8.95073,-0.3376735,83.91898,101.6257,3.438204,243.79581153344,241.6811,32.04128,403.973536805962,401.3697,34.05682,83.3372,85.14999,361.5346,29.27984
1.899999,S,1.899999,0.3503122,-0.2060498,0.3899843,-0.02226282,506.5392,57.99236,9.055837,-0.5232304,83.90279,101.6257,3.441349,244.093112073369,241.9242,32.46735,406.413949738518,403.7889,34.38149,83.27833,85.13316,365.5725,29.62203
1.909999,S,1.909999,0.3524331,-0.2566941,0.3898789,-0.02978994,506.8801,57.95938,9.161984,-0.7084934,83.88659,101.6257,3.444493,244.3904412065,242.1672,32.88974,408.857331870929,406.2106,34.71038,83.2204,85.11599,369.6346,29.96749
1.919999,S,1.919999,0.3545566,-0.3058588,0.3897873,-0.03711245,507.2212,57.92637,9.269165,-0.8931287,83.8704,101.6257,3.447638,244.687803673273,242.4102,33.3079,411.303581320219,408.6347,35.04346,83.1635,85.09846,373.7209,30.31626
1.929999,S,1.929999,0.3566827,-0.3534856,0.3897081,-0.04422122,507.4869,57.89334,9.37735,-1.076781,83.8542,101.6257,3.450783,244.943306022593,242.6117,33.71626,413.752289532042,411.0608,35.38062,83.1077,85.08059,377.8315,30.66838
1.939999,S,1.939999,0.358811,-0.3995206,0.38964,-0.0511078,507.7202,57.86029,9.486501,-1.259099,83.83801,101.6257,3.453928,245.180795459659,242.7955,34.11697,416.203251903375,413.4887,35.72179,83.05305,85.06241,381.9664,31.02389
1.949998,S,1.949998,0.3609414,-0.4439122,0.3895819,-0.05776436,507.9536,57.82722,9.596592,-1.439737,83.82181,101.6257,3.457072,245.418293167842,242.9796,34.51163,418.656561912602,415.9185,36.06691,82.99966,85.04392,386.1256,31.38284
1.959998,S,1.959998,0.3630739,-0.4866094,0.3895324,-0.06418345,508.1871,57.79414,9.707604,-1.618346,83.80561,101.6257,3.460217,245.655594935878,243.1639,34.8997,421.112113057235,418.3501,36.4159,82.94756,85.02515,390.3091,31.74525
1.969998,S,1.969998,0.3652084,-0.5275589,0.38949,-0.07035765,508.4206,57.76105,9.819503,-1.794566,83.78941,101.6257,3.463362,245.89278672611,243.3486,35.28061,423.570000156779,420.7836,36.76871,82.89684,85.00609,394.5169,32.11118
1.979998,S,1.979998,0.367345,-0.5667161,0.3894536,-0.07627926,508.6543,57.72794,9.932271,-1.96802,83.77322,101.6257,3.466507,246.129956181287,243.5339,35.65382,426.030115423438,423.2189,37.12525,82.84756,84.98678,398.7491,32.48064
1.989998,S,1.989998,0.3694837,-0.6040384,0.3894217,-0.08194182,508.8881,57.69482,10.04587,-2.138352,83.75703,101.6257,3.469652,246.366894776685,243.7197,36.01881,428.492550180321,425.6561,37.48544,82.79977,84.96722,403.0057,32.8537
1.999998,S,1.999998,0.3716244,-0.6394888,0.3893932,-0.08733918,509.1219,57.66168,10.16029,-2.3052,83.74083,101.6257,3.472797,246.603688918969,243.9062,36.37506,430.95729639079,428.0952,37.84919,82.75352,84.94745,407.2866,33.23037
2.009999,S,2.009999,0.3737673,-0.6730157,0.3893667,-0.0924659,509.3558,57.62852,10.27548,-2.468215,83.72463,101.6257,3.475942,246.840328758848,244.0935,36.72208,433.424345117175,430.5362,38.21641,82.70891,84.92745,411.592,33.6107
2.019999,S,2.019999,0.3759122,-0.7045885,0.389341,-0.09731469,509.5898,57.59536,10.39142,-2.626984,83.70844,101.6257,3.479086,247.07679104153,244.2817,37.0593,435.893587616551,432.979,38.58701,82.66595,84.90726,415.9218,33.99472
2.029999,S,2.029999,0.3780591,-0.7341805,0.3893148,-0.101881,509.8239,57.56218,10.50808,-2.781162,83.69224,101.6257,3.482231,247.312865318614,244.4707,37.38623,438.365111565231,435.4237,38.96087,82.62471,84.8869,420.276,34.38246
2.039999,S,2.039999,0.3802081,-0.7617542,0.3892873,-0.1061609,510.0581,57.52898,10.62542,-2.930411,83.67605,101.6257,3.485376,247.548849698318,244.6609,37.70248,440.838907007876,437.8703,39.33789,82.58524,84.86638,424.6547,34.77396
2.049999,S,2.049999,0.3823591,-0.787281,0.389257,-0.1101491,510.2924,57.49577,10.74342,-3.074342,83.65985,101.6257,3.488521,247.784523126627,244.8522,38.0075,443.314962161452,440.3188,39.71796,82.54758,84.84572,429.0579,35.16924
2.059999,S,2.059999,0.3845122,-0.810738,0.3892232,-0.1138415,510.5268,57.46255,10.86206,-3.212595,83.64365,101.6257,3.491666,248.019975711122,245.0448,38.30084,445.793266055501,442.7692,40.10097,82.51179,84.82493,433.4856,35.56833
